sorghum	maize1	maize2	ftype
KXG20475	.	.	non-syntenic
EER88707	Zm00001d046583	.	maize1-retained
OQU76776	Zm00001d046581	Zm00001d036741	both-retained
EER90109	Zm00001d046580	Zm00001d036740	both-retained
KXG20496	.	.	non-syntenic
OQU76777	.	.	non-syntenic
KXG20480	.	.	non-syntenic
KXG20481	.	Zm00001d036739	maize2-retained
EER90111	Zm00001d046579	.	maize1-retained
EER90112	.	Zm00001d036738	maize2-retained
OQU76778	.	.	non-syntenic
OQU76779	Zm00001d046574	Zm00001d036737	both-retained
OQU76781	.	.	non-syntenic
EER88721	Zm00001d046569	Zm00001d036735	both-retained
OQU76782	.	.	non-syntenic
KXG20488	Zm00001d046568	.	maize1-retained
EER90114	Zm00001d046564	Zm00001d036736	both-retained
EER88722	Zm00001d046561	Zm00001d036735	both-retained
EER88725	Zm00001d046560	Zm00001d036728	both-retained
KXG20489	Zm00001d046558	.	maize1-retained
EER88723	Zm00001d046555	.	maize1-retained
OQU76785	.	.	non-syntenic
EER88726	.	.	non-syntenic
EER90120	.	.	non-syntenic
EER90117	Zm00001d046800	Zm00001d036727	both-retained
KXG20491	.	.	non-syntenic
KXG20504	Zm00001d046800	Zm00001d036727	both-retained
KXG20493	Zm00001d046800	Zm00001d036727	both-retained
OQU76786	.	.	non-syntenic
KXG20494	Zm00001d046802	Zm00001d036735	both-retained
OQU76787	Zm00001d046803	.	maize1-retained
OQU76788	.	.	non-syntenic
EER88729	Zm00001d046805	Zm00001d036726	both-retained
EER90124	Zm00001d046805	Zm00001d036726	both-retained
KXG20497	Zm00001d046810	Zm00001d036724	both-retained
KXG20501	Zm00001d046810	Zm00001d036723	both-retained
OQU76790	.	.	non-syntenic
EER88731	.	Zm00001d036720	maize2-retained
EER88733	.	.	non-syntenic
EER90125	.	Zm00001d036719	maize2-retained
EER90126	.	Zm00001d036718	maize2-retained
EER88734	.	Zm00001d036717	maize2-retained
OQU76792	.	.	non-syntenic
EER90127	Zm00001d046823	Zm00001d036716	both-retained
EER88736	.	Zm00001d036715	maize2-retained
EER88737	.	Zm00001d036715	maize2-retained
EER90128	.	.	non-syntenic
OQU76793	.	Zm00001d036714	maize2-retained
EER90130	Zm00001d046812	.	maize1-retained
EER88741	Zm00001d046811	.	maize1-retained
EER88738	.	.	non-syntenic
EER90132	.	.	non-syntenic
KXG20503	Zm00001d046811	.	maize1-retained
EER88739	Zm00001d046824	.	maize1-retained
EER90134	Zm00001d046827	Zm00001d036711	both-retained
EER90135	Zm00001d046828	Zm00001d036710	both-retained
EER88740	Zm00001d046834	.	maize1-retained
EER88745	Zm00001d046835	.	maize1-retained
EER88742	.	.	non-syntenic
KXG20505	.	.	non-syntenic
KXG20506	Zm00001d046838	.	maize1-retained
KXG20507	Zm00001d046850	.	maize1-retained
EER90136	Zm00001d046852	.	maize1-retained
EER90137	Zm00001d046855	.	maize1-retained
EER88747	Zm00001d046855	.	maize1-retained
OQU76797	Zm00001d046859	.	maize1-retained
EER88749	.	.	non-syntenic
EER88750	Zm00001d046865	.	maize1-retained
EER88751	Zm00001d046866	.	maize1-retained
KXG20510	Zm00001d046867	.	maize1-retained
KXG20511	Zm00001d046881	.	maize1-retained
EER88753	Zm00001d046933	.	maize1-retained
OQU76799	Zm00001d046933	.	maize1-retained
EER90141	Zm00001d046930	Zm00001d036709	both-retained
OQU76801	Zm00001d046889	.	maize1-retained
EER90142	Zm00001d046929	Zm00001d036708	both-retained
KXG20513	.	Zm00001d036707	maize2-retained
EER88755	Zm00001d046928	Zm00001d036704	both-retained
EER88756	Zm00001d046927	Zm00001d036703	both-retained
EER90144	Zm00001d046927	Zm00001d036703	both-retained
EER88757	Zm00001d046926	.	maize1-retained
EER90145	Zm00001d046925	.	maize1-retained
EER90146	Zm00001d046923	.	maize1-retained
OQU76805	.	.	non-syntenic
EER90147	Zm00001d046921	.	maize1-retained
KXG20515	.	.	non-syntenic
KXG20517	.	.	non-syntenic
KXG20516	.	.	non-syntenic
EER90148	Zm00001d046919	.	maize1-retained
OQU76806	.	Zm00001d036701	maize2-retained
EER88760	Zm00001d046916	Zm00001d036700	both-retained
EER90150	Zm00001d046915	.	maize1-retained
OQU76807	.	.	non-syntenic
EER90151	Zm00001d046914	Zm00001d036699	both-retained
EER88761	Zm00001d046913	.	maize1-retained
OQU76808	.	.	non-syntenic
EER90152	Zm00001d046912	.	maize1-retained
KXG20523	Zm00001d046910	.	maize1-retained
KXG20531	.	Zm00001d036698	maize2-retained
EER88764	Zm00001d046909	.	maize1-retained
EER88765	Zm00001d046906	Zm00001d036692	both-retained
EER90153	.	Zm00001d036690	maize2-retained
KXG20524	.	Zm00001d036689	maize2-retained
KXG20541	Zm00001d046905	.	maize1-retained
EER88766	.	Zm00001d036688	maize2-retained
EER88767	Zm00001d046900	.	maize1-retained
EER88768	Zm00001d046898	.	maize1-retained
EER90156	Zm00001d046897	.	maize1-retained
OQU76814	.	.	non-syntenic
EER90158	Zm00001d046896	Zm00001d036683	both-retained
EER88769	Zm00001d046893	.	maize1-retained
EER90159	Zm00001d046891	.	maize1-retained
OQU76815	.	.	non-syntenic
OQU76818	.	.	non-syntenic
EER88770	Zm00001d046890	Zm00001d036679	both-retained
KXG20529	Zm00001d046890	Zm00001d036679	both-retained
OQU76823	Zm00001d046889	Zm00001d036678	both-retained
OQU76820	.	.	non-syntenic
OQU76824	Zm00001d046888	Zm00001d036676	both-retained
KXG20532	.	Zm00001d036673	maize2-retained
KXG20534	.	Zm00001d036672	maize2-retained
EER90161	.	Zm00001d036671	maize2-retained
EER88778	Zm00001d046883	Zm00001d036702	both-retained
OQU76825	Zm00001d046882	.	maize1-retained
KXG20536	Zm00001d046934	.	maize1-retained
EER90163	Zm00001d046935	.	maize1-retained
KXG20537	Zm00001d046936	Zm00001d036668	both-retained
EER90164	.	.	non-syntenic
EER90165	Zm00001d046937	.	maize1-retained
EER90166	Zm00001d046938	.	maize1-retained
KXG20540	.	.	non-syntenic
EER88779	.	.	non-syntenic
OQU76826	.	.	non-syntenic
OQU76828	.	Zm00001d036657	maize2-retained
KXG20556	Zm00001d046939	Zm00001d036656	both-retained
KXG20544	.	.	non-syntenic
KXG20546	.	.	non-syntenic
EER90170	.	Zm00001d036655	maize2-retained
OQU76834	Zm00001d046940	.	maize1-retained
KXG20550	Zm00001d046941	Zm00001d036656	both-retained
EER90172	Zm00001d046942	.	maize1-retained
KXG20551	Zm00001d046945	.	maize1-retained
EER90177	.	.	non-syntenic
KXG20552	Zm00001d046947	.	maize1-retained
EER88783	Zm00001d046948	Zm00001d036654	both-retained
EER90176	Zm00001d046949	.	maize1-retained
EER90180	.	.	non-syntenic
OQU76836	Zm00001d046950	Zm00001d036653	both-retained
EER90179	Zm00001d046952	.	maize1-retained
KXG20553	Zm00001d046953	.	maize1-retained
EER90182	.	Zm00001d036652	maize2-retained
EER90181	Zm00001d046958	.	maize1-retained
OQU76837	Zm00001d046959	.	maize1-retained
OQU76838	.	.	non-syntenic
OQU76840	Zm00001d046961	Zm00001d036650	both-retained
OQU76841	.	.	non-syntenic
KXG20557	.	.	non-syntenic
EER88786	Zm00001d046966	.	maize1-retained
EER88787	Zm00001d046967	Zm00001d036648	both-retained
KXG20558	.	.	non-syntenic
KXG20560	.	Zm00001d036642	maize2-retained
KXG20561	.	.	non-syntenic
KXG20562	.	.	non-syntenic
OQU76843	Zm00001d046968	Zm00001d036646	both-retained
OQU76844	Zm00001d046968	Zm00001d036641	both-retained
OQU76845	.	.	non-syntenic
KXG20566	Zm00001d046968	Zm00001d036646	both-retained
OQU76846	Zm00001d046968	Zm00001d036641	both-retained
EER90188	Zm00001d046968	Zm00001d036646	both-retained
EER90189	Zm00001d046968	Zm00001d036641	both-retained
OQU76847	Zm00001d046968	Zm00001d036646	both-retained
EER90192	Zm00001d046968	Zm00001d036641	both-retained
OQU76848	.	.	non-syntenic
OQU76850	.	.	non-syntenic
KXG20573	.	.	non-syntenic
OQU76853	Zm00001d046970	.	maize1-retained
OQU76854	.	Zm00001d036629	maize2-retained
KXG20578	Zm00001d046971	Zm00001d036630	both-retained
EER90198	Zm00001d046972	Zm00001d036631	both-retained
EER90199	Zm00001d046973	.	maize1-retained
EER88793	.	.	non-syntenic
EER90271	.	.	non-syntenic
KXG20579	Zm00001d046974	Zm00001d036632	both-retained
KXG20582	.	.	non-syntenic
EER88792	Zm00001d046978	.	maize1-retained
KXG20587	Zm00001d046979	Zm00001d036635	both-retained
EER90203	.	Zm00001d036637	maize2-retained
OQU76857	Zm00001d046981	Zm00001d036638	both-retained
EER88795	.	Zm00001d036620	maize2-retained
OQU76859	.	Zm00001d036622	maize2-retained
OQU76860	Zm00001d046986	Zm00001d036623	both-retained
EER88799	Zm00001d046993	Zm00001d036623	both-retained
EER88800	.	Zm00001d036624	maize2-retained
EER88801	Zm00001d046995	.	maize1-retained
EER90205	Zm00001d046996	Zm00001d036626	both-retained
OQU76861	.	.	non-syntenic
OQU76862	Zm00001d046998	Zm00001d036617	both-retained
OQU76863	.	.	non-syntenic
OQU76864	.	.	non-syntenic
OQU76865	.	.	non-syntenic
OQU76866	.	.	non-syntenic
OQU76867	.	.	non-syntenic
OQU76868	.	.	non-syntenic
OQU76869	.	.	non-syntenic
KXG20618	.	.	non-syntenic
KXG20599	Zm00001d047000	.	maize1-retained
KXG20600	.	.	non-syntenic
KXG20602	.	.	non-syntenic
OQU76871	.	Zm00001d036615	maize2-retained
OQU76870	.	Zm00001d036615	maize2-retained
EER90209	.	.	non-syntenic
OQU76872	.	.	non-syntenic
KXG20605	Zm00001d047006	.	maize1-retained
KXG20606	.	.	non-syntenic
OQU76875	.	.	non-syntenic
EER90208	.	.	non-syntenic
KXG20608	.	.	non-syntenic
KXG20610	Zm00001d047012	.	maize1-retained
OQU76876	.	Zm00001d036615	maize2-retained
KXG20612	Zm00001d047012	.	maize1-retained
OQU76877	Zm00001d047012	Zm00001d036615	both-retained
OQU76878	.	.	non-syntenic
KXG20615	Zm00001d047013	.	maize1-retained
OQU76879	.	Zm00001d036611	maize2-retained
OQU76880	.	.	non-syntenic
EER90210	Zm00001d014412	Zm00001d036610	both-retained
EER88807	Zm00001d014405	.	maize1-retained
OQU76881	.	Zm00001d036608	maize2-retained
KXG20619	.	.	non-syntenic
EER90213	Zm00001d014391	.	maize1-retained
KXG20621	.	.	non-syntenic
OQU76882	.	.	non-syntenic
EER90214	.	Zm00001d036602	maize2-retained
EER90215	Zm00001d014386	.	maize1-retained
OQU76883	.	.	non-syntenic
KXG20623	.	.	non-syntenic
EER88810	Zm00001d014385	.	maize1-retained
EER88811	Zm00001d014382	Zm00001d036598	both-retained
EER90217	Zm00001d014381	Zm00001d036597	both-retained
EER88812	Zm00001d014378	Zm00001d036594	both-retained
KXG20624	.	Zm00001d036602	maize2-retained
EER90218	Zm00001d014377	Zm00001d036593	both-retained
KXG20639	.	.	non-syntenic
OQU76884	.	.	non-syntenic
OQU76885	.	.	non-syntenic
KXG20626	.	Zm00001d036589	maize2-retained
KXG20627	.	.	non-syntenic
EER88814	Zm00001d014368	Zm00001d036588	both-retained
EER90219	Zm00001d014367	.	maize1-retained
OQU76886	.	.	non-syntenic
KXG20629	.	.	non-syntenic
EER90220	.	.	non-syntenic
OQU76887	.	Zm00001d036583	maize2-retained
EER90222	Zm00001d014366	.	maize1-retained
KXG20634	Zm00001d014365	.	maize1-retained
EER90224	Zm00001d014364	Zm00001d036577	both-retained
EER88815	Zm00001d014361	.	maize1-retained
OQU76888	.	Zm00001d036574	maize2-retained
EER90225	Zm00001d014360	Zm00001d036573	both-retained
OQU76890	Zm00001d014358	Zm00001d036571	both-retained
KXG20637	Zm00001d014355	Zm00001d036570	both-retained
EER88819	.	.	non-syntenic
EER90226	Zm00001d014459	.	maize1-retained
OQU76891	.	.	non-syntenic
OQU76892	.	.	non-syntenic
KXG20638	Zm00001d014451	.	maize1-retained
EER90227	Zm00001d014455	.	maize1-retained
KXG20640	Zm00001d014456	.	maize1-retained
OQU76894	.	.	non-syntenic
EER90228	.	.	non-syntenic
EER90229	Zm00001d014458	.	maize1-retained
EER88824	Zm00001d014459	.	maize1-retained
OQU76895	.	.	non-syntenic
KXG20642	Zm00001d014462	Zm00001d036565	both-retained
EER90231	Zm00001d014463	.	maize1-retained
KXG20643	.	.	non-syntenic
KXG20644	Zm00001d014464	.	maize1-retained
EER90235	.	.	non-syntenic
EER90232	Zm00001d014464	.	maize1-retained
KXG20649	.	.	non-syntenic
EER88826	Zm00001d014467	.	maize1-retained
KXG20650	Zm00001d014468	Zm00001d036564	both-retained
KXG20651	Zm00001d014471	.	maize1-retained
OQU76899	.	.	non-syntenic
KXG20652	.	.	non-syntenic
EER90236	.	Zm00001d036563	maize2-retained
EER88830	Zm00001d014472	Zm00001d036560	both-retained
EER90239	.	.	non-syntenic
KXG20654	Zm00001d014486	.	maize1-retained
EER88828	Zm00001d014485	.	maize1-retained
OQU76902	Zm00001d014481	.	maize1-retained
OQU76901	.	.	non-syntenic
EER88829	Zm00001d014474	.	maize1-retained
KXG20660	.	.	non-syntenic
OQU76903	Zm00001d014487	.	maize1-retained
EER90241	Zm00001d014488	.	maize1-retained
EER88831	Zm00001d014489	.	maize1-retained
EER88832	Zm00001d014491	.	maize1-retained
OQU76904	.	.	non-syntenic
EER88833	.	.	non-syntenic
KXG20662	.	.	non-syntenic
EER90244	.	.	non-syntenic
EER90245	.	.	non-syntenic
EER90246	Zm00001d014493	.	maize1-retained
KXG20663	Zm00001d014494	.	maize1-retained
EER88836	Zm00001d014495	Zm00001d036558	both-retained
EER90247	Zm00001d014496	.	maize1-retained
EER90248	.	Zm00001d036557	maize2-retained
OQU76917	.	.	non-syntenic
EER88837	Zm00001d014497	.	maize1-retained
EER88838	Zm00001d014498	.	maize1-retained
EER90250	.	.	non-syntenic
EER90251	.	.	non-syntenic
EER90267	.	.	non-syntenic
EER90252	.	.	non-syntenic
OQU76919	.	.	non-syntenic
KXG20666	.	.	non-syntenic
OQU76920	.	.	non-syntenic
OQU76921	.	.	non-syntenic
EER88839	Zm00001d014499	.	maize1-retained
EER90260	Zm00001d014500	.	maize1-retained
EER88840	Zm00001d014507	.	maize1-retained
EER88841	Zm00001d014512	.	maize1-retained
KXG20670	Zm00001d014513	Zm00001d036550	both-retained
EER88842	Zm00001d014516	.	maize1-retained
OQU76929	Zm00001d014517	.	maize1-retained
EER88844	Zm00001d014517	.	maize1-retained
EER90263	Zm00001d014518	Zm00001d036549	both-retained
OQU76931	.	.	non-syntenic
OQU76932	Zm00001d014519	Zm00001d036547	both-retained
KXG20672	Zm00001d014520	.	maize1-retained
KXG20673	Zm00001d014521	.	maize1-retained
KXG20674	.	.	non-syntenic
EER90266	.	.	non-syntenic
KXG20675	.	.	non-syntenic
OQU76933	Zm00001d014550	Zm00001d036546	both-retained
KXG20698	Zm00001d014542	.	maize1-retained
EER88849	Zm00001d014533	.	maize1-retained
KXG20677	.	.	non-syntenic
EER88850	Zm00001d014532	.	maize1-retained
KXG20678	.	.	non-syntenic
EER88851	.	.	non-syntenic
EER90270	.	.	non-syntenic
EER90269	Zm00001d014530	.	maize1-retained
EER88852	Zm00001d014526	.	maize1-retained
OQU76934	Zm00001d014525	Zm00001d036543	both-retained
KXG20680	.	Zm00001d036542	maize2-retained
OQU76935	.	.	non-syntenic
OQU76936	.	Zm00001d036542	maize2-retained
EER88857	.	Zm00001d036542	maize2-retained
EER88858	.	Zm00001d036542	maize2-retained
OQU76939	.	.	non-syntenic
KXG20689	Zm00001d014575	.	maize1-retained
KXG20691	Zm00001d014583	Zm00001d036532	both-retained
EER90277	.	Zm00001d036540	maize2-retained
EER90279	Zm00001d014572	.	maize1-retained
OQU76943	.	.	non-syntenic
KXG20694	.	.	non-syntenic
KXG20695	.	.	non-syntenic
OQU76944	Zm00001d014571	.	maize1-retained
EER90280	.	Zm00001d036539	maize2-retained
KXG20697	Zm00001d014569	.	maize1-retained
KXG20699	.	.	non-syntenic
KXG20700	.	.	non-syntenic
KXG20701	Zm00001d014568	.	maize1-retained
EER88863	Zm00001d014565	Zm00001d036536	both-retained
KXG20702	Zm00001d014564	Zm00001d036535	both-retained
EER88862	Zm00001d014563	.	maize1-retained
EER90283	Zm00001d014562	.	maize1-retained
EER90284	Zm00001d014559	.	maize1-retained
EER90287	.	.	non-syntenic
OQU76951	.	.	non-syntenic
EER88868	Zm00001d014557	Zm00001d036534	both-retained
EER88865	.	.	non-syntenic
KXG20705	Zm00001d014556	.	maize1-retained
KXG20706	Zm00001d014556	.	maize1-retained
EER88869	Zm00001d014555	Zm00001d036534	both-retained
EER88870	Zm00001d014557	Zm00001d036534	both-retained
EER88867	Zm00001d014554	.	maize1-retained
OQU76955	Zm00001d014553	Zm00001d036533	both-retained
KXG20708	Zm00001d014583	Zm00001d036532	both-retained
KXG20709	Zm00001d014557	Zm00001d036532	both-retained
OQU76957	.	.	non-syntenic
OQU76958	.	.	non-syntenic
OQU76959	.	.	non-syntenic
KXG20714	.	Zm00001d036534	maize2-retained
OQU76960	.	Zm00001d036534	maize2-retained
EER88873	Zm00001d014583	Zm00001d036534	both-retained
KXG20718	Zm00001d014584	Zm00001d036531	both-retained
EER88874	Zm00001d014585	.	maize1-retained
KXG20721	Zm00001d014585	.	maize1-retained
KXG20722	Zm00001d014587	Zm00001d036529	both-retained
KXG20724	.	.	non-syntenic
KXG20725	.	.	non-syntenic
KXG20726	.	.	non-syntenic
EER90290	Zm00001d014594	Zm00001d036524	both-retained
EER88876	Zm00001d014595	.	maize1-retained
KXG20727	Zm00001d014596	.	maize1-retained
OQU76967	.	.	non-syntenic
KXG20731	.	.	non-syntenic
KXG20730	.	.	non-syntenic
EER88877	Zm00001d014598	.	maize1-retained
EER90291	Zm00001d014597	Zm00001d036522	both-retained
KXG20732	.	Zm00001d036521	maize2-retained
OQU76968	.	.	non-syntenic
OQU76969	.	.	non-syntenic
KXG20734	Zm00001d014599	.	maize1-retained
KXG20736	.	Zm00001d036520	maize2-retained
OQU76973	.	.	non-syntenic
EER90296	Zm00001d014600	Zm00001d036517	both-retained
EER90297	Zm00001d014601	.	maize1-retained
EER88880	Zm00001d014603	.	maize1-retained
EER88881	Zm00001d014606	.	maize1-retained
OQU76975	.	.	non-syntenic
OQU76974	.	.	non-syntenic
EER88883	Zm00001d014608	.	maize1-retained
KXG20740	.	.	non-syntenic
EER90299	Zm00001d014609	.	maize1-retained
OQU76978	.	.	non-syntenic
OQU76979	Zm00001d014610	.	maize1-retained
EER90300	Zm00001d014611	.	maize1-retained
EER90301	Zm00001d014612	.	maize1-retained
EER88885	Zm00001d014613	.	maize1-retained
EER88886	Zm00001d014615	.	maize1-retained
EER90302	Zm00001d014615	.	maize1-retained
OQU76980	.	.	non-syntenic
EER90303	Zm00001d014617	.	maize1-retained
KXG20743	.	.	non-syntenic
KXG20744	.	.	non-syntenic
KXG20746	Zm00001d014620	Zm00001d036515	both-retained
EER90304	Zm00001d014621	Zm00001d036514	both-retained
KXG20747	Zm00001d014625	.	maize1-retained
KXG20748	Zm00001d014623	.	maize1-retained
EER90306	Zm00001d014626	.	maize1-retained
EER90307	Zm00001d014630	Zm00001d036510	both-retained
KXG20751	.	.	non-syntenic
EER88888	.	.	non-syntenic
EER88892	Zm00001d014640	Zm00001d036507	both-retained
EER90322	.	.	non-syntenic
KXG20752	.	.	non-syntenic
OQU76985	Zm00001d014641	Zm00001d036506	both-retained
EER88890	Zm00001d014642	.	maize1-retained
KXG20770	.	.	non-syntenic
EER88891	Zm00001d014648	Zm00001d036499	both-retained
OQU76986	.	Zm00001d036496	maize2-retained
KXG20754	Zm00001d014650	.	maize1-retained
KXG20755	Zm00001d014650	.	maize1-retained
KXG20756	Zm00001d014652	.	maize1-retained
KXG20757	Zm00001d014650	.	maize1-retained
EER88893	.	.	non-syntenic
KXG20758	Zm00001d014654	.	maize1-retained
KXG20759	Zm00001d014654	.	maize1-retained
EER90312	Zm00001d014655	Zm00001d036495	both-retained
EER88899	Zm00001d014656	Zm00001d036494	both-retained
EER90313	.	Zm00001d036490	maize2-retained
EER88894	Zm00001d014657	.	maize1-retained
EER88895	Zm00001d014658	.	maize1-retained
EER90314	Zm00001d014659	.	maize1-retained
OQU76988	Zm00001d014663	Zm00001d036489	both-retained
OQU76989	.	.	non-syntenic
EER88897	Zm00001d014663	Zm00001d036489	both-retained
EER90317	.	.	non-syntenic
KXG20763	Zm00001d014664	Zm00001d036485	both-retained
KXG20764	.	Zm00001d036484	maize2-retained
KXG20765	.	.	non-syntenic
EER88901	Zm00001d014665	Zm00001d036483	both-retained
KXG20766	Zm00001d014666	Zm00001d036489	both-retained
EER90318	Zm00001d014667	.	maize1-retained
KXG20767	.	.	non-syntenic
KXG20768	Zm00001d014668	Zm00001d036482	both-retained
EER90320	Zm00001d014669	.	maize1-retained
EER88903	Zm00001d014671	Zm00001d036481	both-retained
OQU76995	Zm00001d014673	Zm00001d036480	both-retained
KXG20772	Zm00001d014674	Zm00001d036477	both-retained
KXG20774	.	Zm00001d036475	maize2-retained
EER90325	.	Zm00001d036465	maize2-retained
EER90341	.	.	non-syntenic
EER90326	Zm00001d014679	Zm00001d036464	both-retained
EER90327	Zm00001d014680	.	maize1-retained
EER88905	Zm00001d014681	.	maize1-retained
OQU76996	.	.	non-syntenic
KXG20775	.	.	non-syntenic
EER90329	.	.	non-syntenic
EER90330	.	.	non-syntenic
EER88919	.	.	non-syntenic
OQU76999	Zm00001d014682	Zm00001d036463	both-retained
EER90331	Zm00001d014682	Zm00001d036463	both-retained
OQU77000	.	.	non-syntenic
KXG20779	Zm00001d014683	Zm00001d036462	both-retained
KXG20781	Zm00001d014685	.	maize1-retained
EER88908	.	.	non-syntenic
EER88909	.	.	non-syntenic
KXG20786	.	.	non-syntenic
EER88910	Zm00001d014688	.	maize1-retained
OQU77002	Zm00001d014689	.	maize1-retained
OQU77003	.	.	non-syntenic
EER90336	Zm00001d014690	.	maize1-retained
EER90333	Zm00001d014692	.	maize1-retained
OQU77014	Zm00001d014695	.	maize1-retained
KXG20790	.	.	non-syntenic
KXG20791	.	.	non-syntenic
EER88914	Zm00001d014696	.	maize1-retained
OQU77016	.	.	non-syntenic
EER90340	Zm00001d014695	.	maize1-retained
KXG20794	Zm00001d014697	Zm00001d036459	both-retained
OQU77017	Zm00001d014698	.	maize1-retained
OQU77022	Zm00001d014701	.	maize1-retained
OQU77023	.	.	non-syntenic
OQU77024	Zm00001d014702	.	maize1-retained
OQU77025	Zm00001d014704	.	maize1-retained
OQU77029	Zm00001d014703	.	maize1-retained
EER88920	Zm00001d014705	.	maize1-retained
EER88921	.	Zm00001d036455	maize2-retained
KXG20799	Zm00001d014715	.	maize1-retained
EER90344	.	.	non-syntenic
EER90346	Zm00001d014716	.	maize1-retained
KXG20804	.	.	non-syntenic
EER88922	Zm00001d014717	.	maize1-retained
EER88923	Zm00001d014718	.	maize1-retained
EER90343	.	Zm00001d036454	maize2-retained
OQU77035	Zm00001d014719	Zm00001d036454	both-retained
EER90345	Zm00001d014719	.	maize1-retained
KXG20808	Zm00001d014719	Zm00001d036454	both-retained
OQU77036	.	Zm00001d036452	maize2-retained
EER90347	.	Zm00001d036451	maize2-retained
OQU77037	.	.	non-syntenic
EER90349	Zm00001d014721	.	maize1-retained
OQU77038	.	.	non-syntenic
OQU77039	.	.	non-syntenic
EER88925	.	Zm00001d036450	maize2-retained
EER88926	Zm00001d014722	.	maize1-retained
